DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
130306201,02/05/2013,02/05/2013,0845,03,Southwest,0395,310,BURGLARY,1607 0344,78,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800 W  42ND                         PL,,"(34.0064, -118.3113)"
130306216,02/06/2013,02/06/2013,1900,03,Southwest,0375,310,BURGLARY,1607 1402 1602 0321 0344,31,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,1600 W  39TH                         ST,,"(34.0146, -118.3089)"
130306232,02/06/2013,02/02/2013,1600,03,Southwest,0354,310,BURGLARY,1607 0321 0344,64,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3400    ARLINGTON                    AV,,"(34.0256, -118.3177)"
130306321,02/07/2013,02/07/2013,1430,03,Southwest,0321,310,BURGLARY,0321 0344,28,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3400 S  LA BREA                      AV,,"(34.0232, -118.3554)"
130306322,02/06/2013,02/06/2013,1130,03,Southwest,0395,310,BURGLARY,1607 0321 0344,46,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800 W  43RD                         PL,,"(34.0046, -118.3113)"
130306323,02/07/2013,02/07/2013,0720,03,Southwest,0376,310,BURGLARY,0321 0344,25,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800    LA SALLE                     AV,,"(34.0174, -118.3057)"
130306479,02/10/2013,02/10/2013,1815,03,Southwest,0308,310,BURGLARY,0344 1607,23,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1000 W  24TH                         ST,,"(34.0335, -118.2821)"
130306526,02/12/2013,02/12/2013,0945,03,Southwest,0392,310,BURGLARY,0352 0321 0358 1607 0344,49,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5000    6TH                          AV,,"(33.9978, -118.3236)"
130306531,02/12/2013,02/11/2013,0920,03,Southwest,0375,310,BURGLARY,0344,46,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800    BROWNING                     BL,,"(34.0119, -118.3111)"
130306549,02/12/2013,02/12/2013,1400,03,Southwest,0353,310,BURGLARY,0344 0321,40,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3700    BUCKINGHAM                   RD,,"(34.02, -118.3403)"
130306598,02/13/2013,02/10/2013,1100,03,Southwest,0355,310,BURGLARY,0344 1609 1310 1307,24,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1700 W  37TH                         PL,,"(34.0203, -118.3089)"
130306599,02/13/2013,02/08/2013,0900,03,Southwest,0391,310,BURGLARY,0344 1602 0321,37,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4600    DON MIGUEL                   DR,,"(34.0055, -118.3562)"
130306600,02/13/2013,02/11/2013,1315,03,Southwest,0332,310,BURGLARY,0344 1602 1607,44,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2900    POTOMAC                      AV,,"(34.0294, -118.3439)"
130306798,02/16/2013,02/16/2013,1530,03,Southwest,0312,310,BURGLARY,0358 1602 1607 0344,28,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3000 S  ORANGE                       DR,,"(34.0265, -118.3556)"
130306803,02/16/2013,02/16/2013,1710,03,Southwest,0392,310,BURGLARY,1602 1402 1607 0344 0906 0342,48,M,B,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,11TH,50TH                         ST,"(33.9982, -118.3294)"
130306850,02/17/2013,02/11/2013,0700,03,Southwest,0354,310,BURGLARY,1607 0344,63,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2500    RODEO                        RD,,"(34.0187, -118.3231)"
130306902,02/18/2013,02/16/2013,1400,03,Southwest,0355,310,BURGLARY,1607 0344,56,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800 W  35TH                         ST,,"(34.0247, -118.3119)"
130306985,02/19/2013,02/19/2013,1330,03,Southwest,0375,310,BURGLARY,0358 0344,23,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1700    EXPOSITION                   BL,,"(34.0183, -118.311)"
130307027,02/20/2013,02/20/2013,0730,03,Southwest,0363,310,BURGLARY,0344 0358 1602 1607,35,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3700    MUIRFIELD                    RD,,"(34.0167, -118.3428)"
130307054,02/20/2013,02/20/2013,1330,03,Southwest,0356,310,BURGLARY,0344,42,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1500 W  37TH                         PL,,"(34.02, -118.3029)"
130307102,02/21/2013,02/21/2013,1100,03,Southwest,0392,310,BURGLARY,0344 1602 1607 1609 0321,32,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4500    4TH                          AV,,"(34.0028, -118.3214)"
130307107,02/21/2013,02/21/2013,1440,03,Southwest,0375,310,BURGLARY,0344 1402 1609 1607 1602 0321,23,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,1700    EXPOSITION                   BL,,"(34.0183, -118.311)"
130307120,02/21/2013,02/21/2013,0745,03,Southwest,0341,310,BURGLARY,0344 1609 0321 1602 1607,48,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5300    STILLWATER                   DR,,"(34.0151, -118.3624)"
130307128,02/21/2013,02/21/2013,1830,03,Southwest,0397,310,BURGLARY,0344 1607 1602 0358,67,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4200    HALLDALE                     AV,,"(34.0072, -118.3023)"
130307167,02/22/2013,02/22/2013,1030,03,Southwest,0395,310,BURGLARY,0344 1607 0321,49,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1700 W  43RD                         PL,,"(34.0046, -118.3089)"
130307207,02/22/2013,02/22/2013,0800,03,Southwest,0392,310,BURGLARY,1609 0344 0321,53,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4800    11TH                         AV,,"(34, -118.3294)"
130307208,02/22/2013,02/22/2013,1100,03,Southwest,0393,310,BURGLARY,1609 0321 0344,85,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4100    DEGNAN                       BL,,"(34.0101, -118.3314)"
130307228,02/23/2013,02/15/2013,1900,03,Southwest,0391,310,BURGLARY,0344 1607 1602,51,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900    DON DIABLO                   DR,,"(34.0075, -118.3436)"
130307237,02/23/2013,02/23/2013,1730,03,Southwest,0341,310,BURGLARY,0344 1607 1602 1609 1307,88,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5600    FALLSGROVE                   ST,,"(34.021, -118.3671)"
130307332,02/25/2013,02/25/2013,0830,03,Southwest,0394,310,BURGLARY,0321 1602,68,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4100    4TH                          AV,,"(34.0108, -118.3214)"
130307377,02/26/2013,02/22/2013,1500,03,Southwest,0357,310,BURGLARY,1607,33,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1100 W  37TH                         DR,,"(34.019, -118.292)"
130307448,02/25/2013,02/21/2013,2000,03,Southwest,0393,310,BURGLARY,1607 0344,36,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4200    EDGEHILL                     DR,,"(34.0085, -118.3304)"
130307482,02/26/2013,02/26/2013,2000,03,Southwest,0375,310,BURGLARY,0321,53,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1600 W  39TH                         PL,,"(34.0137, -118.3089)"
130307485,02/27/2013,02/26/2013,1300,03,Southwest,0392,310,BURGLARY,0321 1602 1607,74,M,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,310,,,,5100    CRENSHAW                     BL,,"(33.9964, -118.3308)"
130307562,02/28/2013,02/28/2013,1000,03,Southwest,0308,310,BURGLARY,1251 0344,21,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1000 W  24TH                         ST,,"(34.0335, -118.2821)"
130307593,02/28/2013,02/25/2013,0730,03,Southwest,0321,310,BURGLARY,1609 0344,68,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3500 S  CLOVERDALE                   AV,,"(34.0232, -118.3605)"
130307647,03/01/2013,03/01/2013,0730,03,Southwest,0392,310,BURGLARY,1607 0344,45,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5100    5TH                          AV,,"(33.9963, -118.3225)"
130307693,03/02/2013,03/02/2013,0215,03,Southwest,0318,310,BURGLARY,1251 0344,23,M,C,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1300 W  22ND                         ST,,"(34.036, -118.2865)"
130307710,03/03/2013,03/02/2013,1200,03,Southwest,0353,310,BURGLARY,0321 1609 0344,31,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3700    BUCKINGHAM                   RD,,"(34.02, -118.3403)"
130307711,03/02/2013,03/02/2013,1500,03,Southwest,0394,310,BURGLARY,1607 0344,35,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4100    3RD                          AV,,"(34.0108, -118.3204)"
130307836,03/04/2013,03/04/2013,0640,03,Southwest,0363,310,BURGLARY,1602 1607 0344,34,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4000    ABOURNE                      RD,,"(34.0125, -118.3435)"
130307938,03/05/2013,03/04/2013,2030,03,Southwest,0375,310,BURGLARY,0321 0358 0344,65,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900 S  VAN NESS                     AV,,"(34.0146, -118.3171)"
130307988,03/06/2013,03/06/2013,1000,03,Southwest,0321,310,BURGLARY,0906 0344 1402 1609 0342,55,F,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,310,998,,,CLOVERDALE,RODEO,"(34.0216, -118.3608)"
130308004,03/06/2013,03/06/2013,1300,03,Southwest,0353,310,BURGLARY,0344,84,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3600    WEST                         BL,,"(34.0215, -118.3413)"
130308111,03/08/2013,03/08/2013,1500,03,Southwest,0374,310,BURGLARY,0344,55,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800    2ND                          AV,,"(34.0183, -118.3193)"
130308125,03/08/2013,03/08/2013,0800,03,Southwest,0391,310,BURGLARY,1607 0321 0344,43,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4700    DON MIGUEL                   DR,,"(34.0038, -118.3573)"
130308247,03/11/2013,03/11/2013,0630,03,Southwest,0325,310,BURGLARY,1402 0344 0352,,F,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,2600    ELLENDALE                    PL,,"(34.0328, -118.2888)"
130308284,03/10/2013,03/10/2013,0830,03,Southwest,0354,310,BURGLARY,0344,52,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3400    ARLINGTON                    AV,,"(34.0256, -118.3177)"
130308369,03/12/2013,03/11/2013,1700,03,Southwest,0355,310,BURGLARY,1609 0329 0344,42,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1700 W  35TH                         PL,,"(34.0237, -118.3089)"
130308387,03/12/2013,03/11/2013,1445,03,Southwest,0375,310,BURGLARY,1602 0321 0344 1607,76,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800 W  38TH                         ST,,"(34.0174, -118.3132)"
130308388,03/12/2013,03/11/2013,1300,03,Southwest,0341,310,BURGLARY,1602 0321 0344 1607,89,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5700    COLISEUM                     ST,,"(34.0191, -118.3698)"
130308461,03/14/2013,03/13/2013,1000,03,Southwest,0395,310,BURGLARY,1307 1609 0344,54,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4300    LA SALLE                     AV,,"(34.0053, -118.3057)"
130308480,03/14/2013,03/13/2013,0830,03,Southwest,0375,310,BURGLARY,0344 1607,59,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800 S  VAN NESS                     AV,,"(34.0173, -118.3171)"
130308577,03/15/2013,03/15/2013,0900,03,Southwest,0341,310,BURGLARY,1609 0321 0344 1300,46,F,B,501,SINGLE FAMILY DWELLING,306,ROCK/THROWN OBJECT,IC,Invest Cont,310,,,,3800 S  COCHRAN                      AV,,"(34.0181, -118.3612)"
130308578,03/15/2013,03/15/2013,0940,03,Southwest,0375,310,BURGLARY,0344,42,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1700 W  39TH                         ST,,"(34.0147, -118.3111)"
130308591,03/15/2013,03/14/2013,0915,03,Southwest,0353,310,BURGLARY,0321 0344,43,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3700    HILLCREST                    DR,,"(34.0199, -118.3432)"
130308725,03/18/2013,03/15/2013,1200,03,Southwest,0375,310,BURGLARY,0344,42,M,A,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,1800    BROWNING                     BL,,"(34.0119, -118.3111)"
130308784,03/19/2013,03/11/2013,0800,03,Southwest,0363,310,BURGLARY,0358 1607 0344,41,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800    LOCKLAND                     DR,,"(34.0092, -118.3403)"
130308863,03/20/2013,03/20/2013,1045,03,Southwest,0341,310,BURGLARY,0321 1607 0344,87,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5600    FALLSGROVE                   ST,,"(34.021, -118.3671)"
130308864,03/20/2013,03/19/2013,1600,03,Southwest,0373,310,BURGLARY,0344,40,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2900    RODEO                        RD,,"(34.0197, -118.3275)"
130308890,03/20/2013,03/18/2013,1900,03,Southwest,0374,310,BURGLARY,0344 1607 0321,77,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4000    HEPBURN                      AV,,"(34.0121, -118.3251)"
130308936,03/21/2013,03/20/2013,1700,03,Southwest,0332,310,BURGLARY,0344,57,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3000    CHESAPEAKE                   AV,,"(34.0276, -118.345)"
130308967,03/21/2013,03/21/2013,0830,03,Southwest,0375,310,BURGLARY,1607 0321,25,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1600 W  39TH                         ST,,"(34.0146, -118.3089)"
130309008,03/22/2013,03/22/2013,0900,03,Southwest,0333,310,BURGLARY,0321 0344,55,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2600    SOMERSET                     DR,,"(34.0326, -118.3374)"
130309009,03/22/2013,03/22/2013,1900,03,Southwest,0356,310,BURGLARY,0400 0344,24,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,,,,1600 W  JEFFERSON                    BL,,"(34.0255, -118.3027)"
130309184,03/25/2013,03/22/2013,2020,03,Southwest,0397,310,BURGLARY,0329 0913 0344 1402,30,F,B,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,4100    RAYMOND                      AV,,"(34.0091, -118.298)"
130309205,03/25/2013,03/17/2013,0800,03,Southwest,0327,310,BURGLARY,0344,21,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1100 W  28TH                         ST,,"(34.0294, -118.2839)"
130309238,03/23/2013,03/22/2013,1200,03,Southwest,0317,310,BURGLARY,0344,53,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1700 W  22ND                         ST,,"(34.0364, -118.2976)"
130309266,03/26/2013,03/25/2013,1700,03,Southwest,0376,310,BURGLARY,0344 1607 1602 0321,30,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3700 S  HARVARD                      BL,,"(34.0178, -118.3067)"
130309268,03/26/2013,03/26/2013,1630,03,Southwest,0395,310,BURGLARY,0344 0342 0321 1602,57,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800 W  42ND                         PL,,"(34.0064, -118.3113)"
130309366,03/27/2013,03/27/2013,1000,03,Southwest,0354,310,BURGLARY,1607 1602 0358 0344,21,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3400    4TH                          AV,,"(34.0256, -118.3212)"
130309465,03/29/2013,03/29/2013,1115,03,Southwest,0333,310,BURGLARY,0344,58,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3500 S  VICTORIA                     AV,,"(34.0246, -118.3363)"
130309480,03/29/2013,03/27/2013,1200,03,Southwest,0333,310,BURGLARY,1607 0344,53,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3700    EXPOSITION                   BL,,"(34.0228, -118.3355)"
130309481,03/29/2013,03/29/2013,1300,03,Southwest,0395,310,BURGLARY,1607 0321 0344 0400,96,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2000 W  41ST                         DR,,"(34.009, -118.3155)"
130309487,03/29/2013,03/29/2013,0730,03,Southwest,0375,310,BURGLARY,1607 0344,31,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1700    LEIGHTON                     AV,,"(34.0128, -118.3111)"
130309514,03/30/2013,03/24/2013,1700,03,Southwest,0374,310,BURGLARY,1607 0344,40,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3700    HEPBURN                      AV,,"(34.016, -118.3251)"
130309538,03/30/2013,03/28/2013,1530,03,Southwest,0331,310,BURGLARY,0321 0344,65,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2800    PALM GROVE                   AV,,"(34.03, -118.3466)"
130309541,03/30/2013,03/30/2013,1100,03,Southwest,0395,310,BURGLARY,0321 0344,52,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800 W  41ST                         ST,,"(34.0099, -118.3113)"
130309542,03/30/2013,03/30/2013,1100,03,Southwest,0395,310,BURGLARY,0344 1607,90,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1700 W  42ND                         ST,,"(34.0073, -118.3089)"
130309583,03/31/2013,03/31/2013,0400,03,Southwest,0392,310,BURGLARY,0344 0321 1607 1602,27,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4600    10TH                         AV,,"(34.0019, -118.3281)"
130309588,03/31/2013,03/31/2013,1530,03,Southwest,0373,310,BURGLARY,0344 1607 0321,66,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3100    RODEO                        RD,,"(34.0204, -118.33)"
130309759,04/02/2013,04/02/2013,1130,03,Southwest,0334,310,BURGLARY,0321 1609 0344,46,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3000 S  NORTON                       AV,,"(34.0276, -118.3327)"
130309781,04/03/2013,03/22/2013,1600,03,Southwest,0305,310,BURGLARY,1202,63,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2500    BUCKINGHAM                   RD,,"(34.0335, -118.3396)"
130310002,04/06/2013,04/06/2013,1240,03,Southwest,0308,310,BURGLARY,0344,65,M,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,2300    TOBERMAN                     ST,,"(34.0342, -118.2816)"
130310010,04/05/2013,04/05/2013,1415,03,Southwest,0391,310,BURGLARY,0344,43,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4800 S  LA BREA                      AV,,"(34.0008, -118.359)"
130310119,04/07/2013,04/07/2013,1209,03,Southwest,0392,310,BURGLARY,1501,58,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4500    5TH                          AV,,"(34.0028, -118.3225)"
130310128,04/08/2013,04/08/2013,0930,03,Southwest,0307,310,BURGLARY,1202 0321 0344,71,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2300    VIRGINIA                     RD,,"(34.0344, -118.338)"
130310201,04/09/2013,04/09/2013,1230,03,Southwest,0374,310,BURGLARY,1607 1202 0321,65,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900    2ND                          AV,,"(34.0146, -118.3193)"
130310292,04/10/2013,04/10/2013,0810,03,Southwest,0392,310,BURGLARY,0321 1607 0358 0352 0344,38,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4700    3RD                          AV,,"(34.001, -118.3203)"
130310303,04/11/2013,04/11/2013,2035,03,Southwest,0391,310,BURGLARY,1609 0382 0344,31,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4500    DON QUIXOTE                  DR,,"(34.0025, -118.354)"
130310442,04/13/2013,04/13/2013,0035,03,Southwest,0377,310,BURGLARY,1257 1501 0913,13,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,310,,,,1200 W  38TH                         ST,,"(34.0173, -118.2973)"
130310469,04/11/2013,04/11/2013,0830,03,Southwest,0375,310,BURGLARY,0344 1607,37,M,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,3800 S  VAN NESS                     AV,,"(34.0173, -118.3171)"
130310545,04/14/2013,04/12/2013,1800,03,Southwest,0336,310,BURGLARY,1602 1607 0344 0321,53,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2000 W  31ST                         ST,,"(34.0265, -118.3089)"
130310595,04/15/2013,04/15/2013,1210,03,Southwest,0393,310,BURGLARY,0344,43,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4200    MC CLUNG                     DR,,"(34.0085, -118.3341)"
130310600,04/15/2013,04/08/2013,1500,03,Southwest,0397,310,BURGLARY,0344,54,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4300    RAYMOND                      AV,,"(34.0055, -118.298)"
130310663,04/16/2013,04/16/2013,0800,03,Southwest,0392,310,BURGLARY,1609 1607 0344 1307,29,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,4600    7TH                          AV,,"(34.0019, -118.3247)"
130310689,04/17/2013,04/17/2013,0730,03,Southwest,0375,310,BURGLARY,0344,19,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800    RODEO                        RD,,"(34.0183, -118.3132)"
130310707,04/17/2013,04/17/2013,0900,03,Southwest,0391,310,BURGLARY,0321,22,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800    DON TOMASO                   DR,,"(34.0074, -118.3412)"
130310746,04/16/2013,04/16/2013,1600,03,Southwest,0396,310,BURGLARY,0344 1607 1602 1609,33,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900 W  VERNON                       AV,,"(34.0037, -118.289)"
130310753,04/17/2013,04/16/2013,1600,03,Southwest,0332,310,BURGLARY,0344 0358 1607 1309,21,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4700 W  30TH                         ST,,"(34.0276, -118.345)"
130310777,04/17/2013,04/17/2013,1200,03,Southwest,0375,310,BURGLARY,1607 0358 0344,54,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800 W  38TH                         ST,,"(34.0174, -118.3132)"
130310796,04/18/2013,04/18/2013,0830,03,Southwest,0394,310,BURGLARY,0321 0400 0344,38,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,,,,4300    2ND                          AV,,"(34.0055, -118.3193)"
130310931,04/20/2013,04/19/2013,2230,03,Southwest,0362,310,BURGLARY,0344,55,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900    ROXANNE                      AV,,"(34.0162, -118.3482)"
130310954,04/20/2013,04/19/2013,0900,03,Southwest,0375,310,BURGLARY,0352 1607 1402 0344,43,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,1700 W  39TH                         ST,,"(34.0147, -118.3111)"
130311093,04/22/2013,04/22/2013,1215,03,Southwest,0354,310,BURGLARY,0344 0342 0906 1257 1402 1602 1607 1307,33,M,B,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,3400    4TH                          AV,,"(34.0256, -118.3212)"
