"OBJECTID_1.N.10.0","OBJECTID.N.10.0","FID_1.N.10.0","Name.C.10","SDE_STATE_.N.19.8","ORIG_FID.N.10.0","Distance.N.19.8","Zip_Num.N.10.0","Shape_area.N.19.11","Shape_len.N.19.11","burg.counts","avg.burg.counts","zip.tot.area","num.zip.regions","Total.Exemptions","Total.Returns","Percent.agi1","Percent.agi2","Percent.agi3","Percent.agi4","Percent.agi5","Percent.agi6","Total.Income","X18.24.No.High.school.2015","X25..Less.than.9th.Grade.2015","X25..9th.12th.but.No.Diploma.2015","X25..No.Diploma.2015","X2015.Median.Family.Income","X2015.Poverty.All.Families","X2015.Families.no.husband","X2015.Housing.Units"
324,14,335,90732,655821,8647,0,90732,15073159.7434,26075.2890618,160,27.29,88382751.5663,2,19020,10240,0.2470703125,0.171875,0.15625,0.125,0.2294921875,0.0703125,865973,148,780,803,1583,101798,0.044,0.157,9115
325,16,336,90744,0,8649,0,90744,111112.055192,2195.55122912,434,0.2,244904323.284192,2,52380,21700,0.511059907834101,0.284792626728111,0.104608294930876,0.0465437788018433,0.0488479262672811,0.00414746543778802,759573,1792,8449,5599,14048,40976,0.254,0.412,14847
326,17,337,90274,0,8592,0,90274,23034759.7797,40237.9591798,0,0,335064287.3217,2,25450,12610,0.219666931007137,0.0967486122125297,0.0856463124504362,0.0721649484536082,0.200634417129262,0.325138778747026,3615561,NA,NA,NA,NA,NA,NA,NA,NA
327,18,338,90275,655821,8593,0,90275,13295013.5693,17150.0459861,2,0.07,371968124.1423,2,39370,19220,0.224245577523413,0.119667013527575,0.101456815816857,0.0889698231009365,0.240374609781478,0.22528616024974,3045406,230,320,426,746,138614,0.032,0.116,16720
328,28,339,90806,0,8658,0,90806,247004.828759,3577.48271195,0,0,125454624.287349,4,39590,18060,0.496124031007752,0.27796234772979,0.105758582502769,0.0564784053156146,0.0570321151716501,0.00664451827242525,689343,NA,NA,NA,NA,NA,NA,NA,NA
329,27,340,90806,0,8658,0,90806,331758.49409,3485.3827247,0,0,125454624.287349,4,39590,18060,0.496124031007752,0.27796234772979,0.105758582502769,0.0564784053156146,0.0570321151716501,0.00664451827242525,689343,NA,NA,NA,NA,NA,NA,NA,NA
330,59,341,90247,0,8578,0,90247,527616.835329,3674.78945252,97,0.49,103669769.186605,3,45380,22460,0.43766696349065,0.292074799643811,0.139804096170971,0.0658949243098842,0.0592163846838825,0.00534283170080142,906633,718,4401,2878,7279,46007,0.172,0.255,16897
331,56,342,90247,0,8578,0,90247,175528.669276,2341.32240446,97,0.16,103669769.186605,3,45380,22460,0.43766696349065,0.292074799643811,0.139804096170971,0.0658949243098842,0.0592163846838825,0.00534283170080142,906633,718,4401,2878,7279,46007,0.172,0.255,16897
332,62,343,90260,655821,8584,0,90260,1172339.68747,5193.10418506,0,0,71952417.46697,2,32590,15500,0.44,0.286451612903226,0.135483870967742,0.0651612903225806,0.0658064516129032,0.00709677419354839,650852,NA,NA,NA,NA,NA,NA,NA,NA
333,75,344,90304,0,8604,0,90304,3521214.61325,9087.14768485,0,0,45864630.38885,2,26560,11400,0.55,0.314912280701754,0.0850877192982456,0.0298245614035088,0.0175438596491228,0.00263157894736842,337474,NA,NA,NA,NA,NA,NA,NA,NA
334,102,345,90302,655821,8602,0,90302,1240341.28488,4800.52110898,2,0.05,51750641.84968,2,26320,13440,0.462797619047619,0.301339285714286,0.138392857142857,0.0498511904761905,0.0424107142857143,0.00520833333333333,499031,474,2206,1989,4195,45717,0.165,0.211,11595
336,123,347,91710,0,8762,0,91710,163017.34447,2294.5141876,0,0,163017.34447,1,72030,33860,0.383343177790904,0.235971647962197,0.138216184288246,0.0930301240401654,0.129651506202008,0.0197873597164796,1862450,NA,NA,NA,NA,NA,NA,NA,NA
337,149,348,90025,0,8522,0,90025,36189.1640894,755.646558816,176,0.09,69445129.7201894,2,40080,25660,0.255650818394388,0.213561964146532,0.151987529228371,0.103663289166017,0.163289166017147,0.111847233047545,5455720,181,1215,1684,2899,92005,0.06,0.073,23120
338,161,349,91724,655821,8766,0,91724,286966.264406,3183.78350354,0,0,172022878.167406,2,24600,12410,0.357775987107172,0.216760676873489,0.12812248186946,0.0975020145044319,0.162771958098308,0.0370668815471394,800547,NA,NA,NA,NA,NA,NA,NA,NA
339,165,350,90010,0,8507,0,90010,72352.60469,1092.25475785,3,0.05,4228673.4584568,12,3850,2250,0.36,0.173333333333333,0.12,0.0888888888888889,0.133333333333333,0.124444444444444,468435,36,208,94,302,67566,0.119,0.23,2418
340,168,351,90010,0,8507,0,90010,89881.3262536,1244.11200123,3,0.06,4228673.4584568,12,3850,2250,0.36,0.173333333333333,0.12,0.0888888888888889,0.133333333333333,0.124444444444444,468435,36,208,94,302,67566,0.119,0.23,2418
341,169,352,90010,0,8507,0,90010,90483.2695725,1459.47753026,3,0.06,4228673.4584568,12,3850,2250,0.36,0.173333333333333,0.12,0.0888888888888889,0.133333333333333,0.124444444444444,468435,36,208,94,302,67566,0.119,0.23,2418
342,173,353,90010,0,8507,0,90010,622477.56265,6791.95988101,3,0.44,4228673.4584568,12,3850,2250,0.36,0.173333333333333,0.12,0.0888888888888889,0.133333333333333,0.124444444444444,468435,36,208,94,302,67566,0.119,0.23,2418
343,170,354,90010,0,8507,0,90010,1139270.79787,13461.2448572,3,0.81,4228673.4584568,12,3850,2250,0.36,0.173333333333333,0.12,0.0888888888888889,0.133333333333333,0.124444444444444,468435,36,208,94,302,67566,0.119,0.23,2418
344,164,355,90010,0,8507,0,90010,94609.9339864,1355.02592471,3,0.07,4228673.4584568,12,3850,2250,0.36,0.173333333333333,0.12,0.0888888888888889,0.133333333333333,0.124444444444444,468435,36,208,94,302,67566,0.119,0.23,2418
345,171,356,90010,0,8507,0,90010,77746.2114803,1340.86719528,3,0.06,4228673.4584568,12,3850,2250,0.36,0.173333333333333,0.12,0.0888888888888889,0.133333333333333,0.124444444444444,468435,36,208,94,302,67566,0.119,0.23,2418
346,172,357,90010,0,8507,0,90010,109582.234941,1597.95537991,3,0.08,4228673.4584568,12,3850,2250,0.36,0.173333333333333,0.12,0.0888888888888889,0.133333333333333,0.124444444444444,468435,36,208,94,302,67566,0.119,0.23,2418
347,176,358,90010,0,8507,0,90010,523486.102063,5892.69519024,3,0.37,4228673.4584568,12,3850,2250,0.36,0.173333333333333,0.12,0.0888888888888889,0.133333333333333,0.124444444444444,468435,36,208,94,302,67566,0.119,0.23,2418
348,174,359,90010,0,8507,0,90010,385327.826857,5952.81143471,3,0.27,4228673.4584568,12,3850,2250,0.36,0.173333333333333,0.12,0.0888888888888889,0.133333333333333,0.124444444444444,468435,36,208,94,302,67566,0.119,0.23,2418
349,180,360,90005,0,8503,0,90005,8718411.56741,48076.3953126,131,30.58,37349162.01331,2,29610,15520,0.541237113402062,0.269974226804124,0.0889175257731959,0.0380154639175258,0.038659793814433,0.0231958762886598,765406,814,5641,3137,8778,32420,0.261,0.457,16831
350,192,361,91801,655821,8796,0,91801,22520.1557545,602.026108711,1,0,120762636.293755,2,46420,25200,0.422222222222222,0.257539682539683,0.135714285714286,0.076984126984127,0.0884920634920635,0.019047619047619,1225398,295,4321,2960,7281,56894,0.131,0.132,20675
351,198,362,91731,0,8767,0,91731,2385038.0191,7291.67602659,0,0,105873978.9711,2,25480,11710,0.547395388556789,0.281810418445773,0.0982066609735269,0.0384286934244236,0.0298889837745517,0.00426985482493595,393810,NA,NA,NA,NA,NA,NA,NA,NA
352,199,363,91791,655821,8794,0,91791,366565.35158,2590.62502497,0,0,185021405.34858,2,30380,15150,0.362376237623762,0.223102310231023,0.135313531353135,0.0943894389438944,0.141914191419142,0.0429042904290429,1038733,NA,NA,NA,NA,NA,NA,NA,NA
353,219,364,91016,655821,8674,0,91016,3759207.60563,10680.9816594,0,0,723990432.21563,2,37410,19060,0.35414480587618,0.218258132214061,0.14585519412382,0.09601259181532,0.144281217208814,0.0414480587618048,1259168,NA,NA,NA,NA,NA,NA,NA,NA
354,222,365,91767,655821,8783,0,91767,339435.136473,2798.331711,0,0,158585811.050473,2,44390,20480,0.46484375,0.27392578125,0.1279296875,0.06689453125,0.0595703125,0.0068359375,813294,NA,NA,NA,NA,NA,NA,NA,NA
355,227,367,91740,655821,8770,0,91740,1292466.05943,6248.95133953,0,0,140019322.820052,3,23920,11940,0.360134003350084,0.21105527638191,0.144053601340034,0.108877721943049,0.153266331658291,0.0226130653266332,711856,NA,NA,NA,NA,NA,NA,NA,NA
356,228,368,91740,655821,8770,0,91740,21507.8696221,593.123526739,0,0,140019322.820052,3,23920,11940,0.360134003350084,0.21105527638191,0.144053601340034,0.108877721943049,0.153266331658291,0.0226130653266332,711856,NA,NA,NA,NA,NA,NA,NA,NA
357,265,369,91010,655821,8672,0,91010,714963.712994,3874.9908745,0,0,309681222.804994,2,24300,12000,0.3975,0.249166666666667,0.140833333333333,0.0841666666666667,0.1075,0.0208333333333333,633848,NA,NA,NA,NA,NA,NA,NA,NA
358,297,370,91208,0,8698,0,91208,84257.5526009,1373.97746992,0,0,232230393.097601,2,15240,7640,0.267015706806283,0.154450261780105,0.12434554973822,0.0942408376963351,0.214659685863874,0.145287958115183,915782,NA,NA,NA,NA,NA,NA,NA,NA
359,163,371,90010,0,8507,0,90010,446534.129577,4583.82364641,3,0.32,4228673.4584568,12,3850,2250,0.36,0.173333333333333,0.12,0.0888888888888889,0.133333333333333,0.124444444444444,468435,36,208,94,302,67566,0.119,0.23,2418
776,360,372,90270,0,9177,0,90270,33015684.4385,32632.2800668,0,0,33015684.4385,1,26290,10520,0.541825095057034,0.326045627376426,0.094106463878327,0.026615969581749,0.0114068441064639,0,304779,NA,NA,NA,NA,NA,NA,NA,NA
1164,106,250,90044,655821,8540,0,90044,139895772.115,101772.115169,723,723,139895772.115,1,81130,36210,0.615023474178404,0.266500966583817,0.08008837337752,0.0243026788180061,0.0135321734327534,0.000552333609500138,963727,2296,11611,8047,19658,32719,0.337,0.449,29039
